SPIELER,TORE,7M,%,TF,V,2',D
Brenzikofer André,0,0,,,0,0,0
Hermann Janis Lukas,0,0,,1,0,0,0
Römer Leandro Maurin,1/2,0,50,1,0,0,0
Targise Giuliano,3/4,0,75,,0,0,0
Kiener Nils,3/4,0,75,3,0,0,0
Zuege Jan,0/2,0,0,,0,0,0
Römer Flavian,5/7,0,71,3,0,0,0
Stettler Luc Eric,4/5,0,80,1,0,1,0
Ebner Leo Aliou,0,0,,,0,0,0
Plüss Thierry Lionardo Bonaventura,0/1,0,0,2,0,0,0
Baumann Yanic Simon,7/13,1/2,53,2,1,1,0
Schweizer Micha,3/8,0,37,7,1,0,0
Roth Alexander,0,0,,,1,0,0
Adamina Lorin,1/1,0,100,,0,0,0
