SPIELER,TORE,7M,%,TF,V,2',D
Zuege Tim,0/1,0,0,,0,0,0
Antonietti Claudio,3/4,0,75,2,0,0,0
Meier Joris,1/2,0,50,1,0,1,0
Wolf Patrick Stephan,1/1,0,100,,1,1,0
Recher Jan,2/2,0,100,,0,0,0
Schwab Yannick,3/4,0,75,,1,0,0
Fassmann Cyril,1/1,0,100,4,0,1,0
Stettler Nils Jonathan,2/4,0,50,2,0,0,0
Gerber Alain Simon,0,0,,,0,0,0
Neuenschwander Dominic,3/3,0,100,,1,1,0
Schöni Gregory,3/7,0,42,,0,0,0
Chernov Ivan,3/6,0,50,1,0,0,0
Ruef Mauro Lars,3/6,1/1,50,,0,0,0
Lindner Jorden Marc,5/8,3/4,62,2,0,1,0
