SPIELER,TORE,7M,%,TF,V,2',D
Ebner Leo Aliou,0,0,,,0,0,0
Christen Keanu,0,0,,,0,0,0
Plüss Thierry Lionardo Bonaventura,2/3,0,66,,0,0,0
Karlen Lionel,1/1,0,100,1,0,0,0
Zuege Jan,0/2,0,0,1,0,0,0
Römer Flavian,6/15,0,40,3,1,0,0
Stettler Luc Eric,0/1,0,0,,0,1,0
Brenzikofer André,0,0,,,0,0,0
Roth Alexander,0,0,,,0,0,0
Baumann Yanic Simon,7/11,3/3,63,4,1,0,0
Römer Leandro Maurin,0,0,,,0,0,0
Marti Rouven,9/13,0,69,3,1,0,0
Gerber Marc,0,0,,,0,0,0
Kiener Nils,0,0,,,0,0,0
